commit,add_lib,rem_lib,message,time_stamp,src,rule,url,domain
8249073ceb2c6e53926e34cbf2e8184adda6ee2e,libncurses-dev,libncursesw5-dev,Update packages for focal,1587167898-0700,Deb,libncursesw5-dev libncurses-dev,https://github.com/aadi2001/python3.9,GUI
824a8de69adadf2afe403a0ebad153b84f0ddc7b,libxml2-dev,libxml2,added missing -dev to libxml2 dependency,1434855211+0200,Deb,libxml2 libxml2-dev,https://salsa.debian.org/multimedia-team/gsequencer,Serializing
824f0b1b62c8369dd4f2c7cf29729fea33479a9b,libkf5doctools-dev,kdoctools-dev,4:16.12.1-0ubuntu1 (patches applied)\n\nImported using git-ubuntu import.,1484842540+0000,Deb,kdoctools-dev libkf5doctools-dev,https://git.launchpad.net/ubuntu/+source/kgeography,Documentation
82550c205e59e0852640344608bde66fed82e04c,tss2,libtss2-dev,using tss2 package for bionic - not sure if it resolves all dependencies,1679942454-0400,Deb,libtss2-dev tss2,https://github.com/NationalSecurityAgency/maat,Cryptography
82550c205e59e0852640344608bde66fed82e04c,tss2,libtss2-esys0,using tss2 package for bionic - not sure if it resolves all dependencies,1679942454-0400,Deb,libtss2-esys0 tss2,https://github.com/NationalSecurityAgency/maat,Cryptography
82569f76b3f280ddb808165661b90a8184435304,dh-autoreconf,autoconf,5.8.7+repack-1 (patches unapplied)\n\nImported using git-ubuntu import.,1339985232+0800,Deb,autoconf dh-autoreconf,https://git.launchpad.net/ubuntu/+source/lhapdf,Build
8257042decb04d4734da02b5e46edad0ecc5c03e,dh-octave,octave-pkg-dev,1.0.13-4 (patches applied)\n\nImported using git-ubuntu import.,1518096707-0200,Deb,octave-pkg-dev dh-octave,https://git.launchpad.net/ubuntu/+source/octave-vrml,Build
8258ef50e7688ed88271d512b15be20097057c1f,libkf5plasma-dev,plasma-framework-dev,4:5.7.5-0ubuntu2 (patches unapplied)\n\nImported using git-ubuntu import.,1528579640+0100,Deb,plasma-framework-dev libkf5plasma-dev,https://git.launchpad.net/ubuntu/+source/plasma-mediacenter,GUI
8258ef50e7688ed88271d512b15be20097057c1f,libkf5kio-dev,kio-dev,4:5.7.5-0ubuntu2 (patches unapplied)\n\nImported using git-ubuntu import.,1528579640+0100,Deb,kio-dev libkf5kio-dev,https://git.launchpad.net/ubuntu/+source/plasma-mediacenter,File Handling
8259c3007c665f3e79306841d61632d77a809574,libx11-dev,xlibs-dev,1.4.2-2 (patches applied)\n\nImported using git-ubuntu import.,1154001333+0200,Deb,xlibs-dev libx11-dev,https://git.launchpad.net/ubuntu/+source/lyx,GUI
8259c3007c665f3e79306841d61632d77a809574,libxpm-dev,xlibs-dev,1.4.2-2 (patches applied)\n\nImported using git-ubuntu import.,1154001333+0200,Deb,xlibs-dev libxpm-dev,https://git.launchpad.net/ubuntu/+source/lyx,GUI
8259c3007c665f3e79306841d61632d77a809574,debhelper,yada,1.4.2-2 (patches applied)\n\nImported using git-ubuntu import.,1154001333+0200,Deb,yada debhelper,https://git.launchpad.net/ubuntu/+source/lyx,Build
825aefa44975cde30b761e68808d619a7d5b06f4,rustc-mozilla,rustc,91.12.0esr-1~deb10u1 (patches unapplied)\n\nImported using git-ubuntu import.,1658880500+0900,Deb,rustc rustc-mozilla,https://git.launchpad.net/~git-ubuntu-import/ubuntu/+source/firefox-esr,GUI
825af7e7a9f98a5b95e7a1e5688b2c424a346531,dh-r,cdbs,1.8.3-1 (patches unapplied)\n\nImported using git-ubuntu import.,1481552605+0100,Deb,cdbs dh-r,https://git.launchpad.net/ubuntu/+source/r-cran-readbrukerflexdata,Build
8263b62184cd002bbacbb852e9e61bacaec5b200,qtbase5-dev,libqt4-dev,update qt/kf5 B-Ds,1503225861+0200,Deb,libqt4-dev qtbase5-dev,https://invent.kde.org/ash/_neon_extras_calligra,GUI
8267db893645ba8694c04593cd8d34e3450357f9,libkanberra-ctk3-dev,libcanberra-gtk3-dev,croma: control: libkanberra-ctk3-dev instead libcanberra-gtk3-dev,1669913580+0100,Deb,libcanberra-gtk3-dev libkanberra-ctk3-dev,https://github.com/cafe-desktop/debian-packages,GUI
826aec59478341e47fc68524005c285817285b44,libgnome-dev,gnome-icon-theme,"epiphany-browser (2.16.0-1) experimental  urgency=low\n\n  * New upstream release.   * 04_move_tabs.patch: re-enable the ability to move tabs between     windows now the bug is fixed in xulrunner (closes: #317724).   * 00_browser_wrapper_path.patch: cleanup.   * Please Jordi by taking over maintainership of the package.   * 02_ac_init.patch: updated.   * 99_configure.patch: updated accordingly.   * NEWS: removed, its content is no more relevant.   * Update watch file for 2.16.   * Build-depend on intltool 0.35.0 and x11proto-core-dev.   * Remove useless build-dependencies on liborbit, perl and gnome-print.   * Bump requirements on glib, gtk, iso-codes, libgnome and libgnomeui.   * Enable network manager by passing --enable-network-manager.     + Build-depend on network-manager-dev.",1157826974+0000,Deb,gnome-icon-theme libgnome-dev,https://salsa.debian.org/gnome-team/epiphany-browser,GUI
826aec59478341e47fc68524005c285817285b44,libgnome-dev,libgnomeprintui2.2-dev,"epiphany-browser (2.16.0-1) experimental  urgency=low\n\n  * New upstream release.   * 04_move_tabs.patch: re-enable the ability to move tabs between     windows now the bug is fixed in xulrunner (closes: #317724).   * 00_browser_wrapper_path.patch: cleanup.   * Please Jordi by taking over maintainership of the package.   * 02_ac_init.patch: updated.   * 99_configure.patch: updated accordingly.   * NEWS: removed, its content is no more relevant.   * Update watch file for 2.16.   * Build-depend on intltool 0.35.0 and x11proto-core-dev.   * Remove useless build-dependencies on liborbit, perl and gnome-print.   * Bump requirements on glib, gtk, iso-codes, libgnome and libgnomeui.   * Enable network manager by passing --enable-network-manager.     + Build-depend on network-manager-dev.",1157826974+0000,Deb,libgnomeprintui2.2-dev libgnome-dev,https://salsa.debian.org/gnome-team/epiphany-browser,GUI
826fefa992afbe75c45904b36134dccd5e043c06,docbook-xsl,fop,Doc build fixes.\n\nRemove all doc format besides single-page HTML.\n\nBuild dependencies: Add docbook-xsl and remove fop.,1320870518+0000,Deb,fop docbook-xsl,https://github.com/4thguy/trelby,Documentation
827162700995bcae09a949c0a76fb0532050f232,dh-autoreconf,autotools-dev,2.3.8-5ubuntu1 (patches applied)\n\nImported using git-ubuntu import.,1388388298+0000,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/libucimf,Build
82740ceab268ce98c38995006f203b669eb96386,dh-r,cdbs,1.7-4-1 (patches unapplied)\n\nImported using git-ubuntu import.,1478858550+0100,Deb,cdbs dh-r,https://git.launchpad.net/ubuntu/+source/r-cran-ade4,Build
8274fe9c764e26375e039f9809aaba447e5f956d,dh-r,cdbs,1.36.0-1 (patches applied)\n\nImported using git-ubuntu import.,1477483462+0200,Deb,cdbs dh-r,https://git.launchpad.net/ubuntu/+source/r-bioc-preprocesscore,Build
82753d7524d529648898c29e75d5f020afb38361,dh-autoreconf,autotools-dev,1.0.8-2 (patches unapplied)\n\nImported using git-ubuntu import.,1390890481-0800,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/garden-of-coloured-lights,Build
8275f4eb8531de62532160886ef5bd3354f26356,dh-r,cdbs,Convert from cdbs to dh-r,1504868867+0200,Deb,cdbs dh-r,https://salsa.debian.org/r-pkg-team/r-cran-brglm,Build
8276828620c95060df642867a0fba62ae34d26bb,dh-autoreconf,autotools-dev,7.11-1 (patches unapplied)\n\nImported using git-ubuntu import.,1411544715+0200,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/globus-gridftp-server,Build
82773eaf92302ab4213199f2e83531110f630ac0,docbook-xml,debiandoc-sgml,2.7.14-1 (patches unapplied)\n\nImported using git-ubuntu import.,1505722635+0200,Deb,debiandoc-sgml docbook-xml,https://git.launchpad.net/ubuntu/+source/python-defaults,Documentation
82777d926a659e7a0e0fec54a4a0382852fc6de2,quilt,cdbs,1.7.3-1 (patches unapplied)\n\nImported using git-ubuntu import.,1191788725+0200,Deb,cdbs quilt,https://git.launchpad.net/ubuntu/+source/simplejson,Build
8279791918b35b46fc4acfdd0f5b758ecae7e390,libayatana-appindicator3-dev,libappindicator3-dev,2.9.0+dfsg1-2 (patches unapplied)\n\nImported using git-ubuntu import.,1611046619+0800,Deb,libappindicator3-dev libayatana-appindicator3-dev,https://git.launchpad.net/ubuntu/+source/gcin,GUI
827a5d233b1637a3a4e01d8f2aa3c2f896dc4c75,qttools5-dev,libqt4-dev,Switch to Qt5 (closes: #875241),1505611372+0200,Deb,libqt4-dev qttools5-dev,https://salsa.debian.org/debian/xxdiff,GUI
827a638a3a4a7e704ef6a6ec3e0aac84c2648f15,dh-autoreconf,autotools-dev,3.4.3-3 (patches applied)\n\nImported using git-ubuntu import.,1400492350+0400,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/parser,Build
827d29a13ceaa3f74b31b0db7f7ce1d840f3d314,texlive,tetex-bin,6.1.5-12ubuntu2 (patches applied)\n\nImported using git-ubuntu import.,1271262214+0100,Deb,tetex-bin texlive,https://git.launchpad.net/ubuntu/+source/am-utils,Documentation
827edf159cb21d0939a0fc453c244adea2246d22,dh-autoreconf,autotools-dev,Bump SONAME.,1342343529+0800,Deb,autotools-dev dh-autoreconf,https://salsa.debian.org/science-team/linbox,Build
827efc390cc21f9dee1afbb50e73885a849f2c0c,zlib1g-dev,libz-dev,Various debian build cleanups\n\n SVN revision: 22053,1144833744+0000,Deb,libz-dev zlib1g-dev,https://github.com/Bluebugs/efl-tmp,Multi Media
827fa0cf4f885eebb31313bd5303be6a38c9e05b,dh-autoreconf,autotools-dev,2:0.8.14-1 (patches applied)\n\nImported using git-ubuntu import.,1540667515+0200,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/libcompizconfig,Build
827fa0cf4f885eebb31313bd5303be6a38c9e05b,dh-autoreconf,autoconf,2:0.8.14-1 (patches applied)\n\nImported using git-ubuntu import.,1540667515+0200,Deb,autoconf dh-autoreconf,https://git.launchpad.net/ubuntu/+source/libcompizconfig,Build
82812d13d36e9a12748eed1479064bd9160afcdc,libgl1-mesa-dev,xlibmesa-gl-dev,38.1-2ubuntu1 (patches unapplied)\n\nImported using git-ubuntu import.,1125102082+0200,Deb,xlibmesa-gl-dev libgl1-mesa-dev,https://git.launchpad.net/ubuntu/+source/scorched3d,GUI
8281b743f1b35b6214ed591eab45653f8abce7ef,kf6-extra-cmake-modules,extra-cmake-modules,port to kf6,1678755569+1000,Deb,extra-cmake-modules kf6-extra-cmake-modules,https://invent.kde.org/neon/kde/kde-cli-tools,Build
82827601a45c476932cd775ca118c10a88f37252,xutils-dev,xutils,2.4-12 (patches unapplied)\n\nImported using git-ubuntu import.,1241533457+0100,Deb,xutils xutils-dev,https://git.launchpad.net/ubuntu/+source/xjig,GUI
828573916d29f609ca9f1954a496c5b2f72751b3,meson,autotools-dev,New upstream version 0.7.8,1661659968+0000,Deb,autotools-dev meson,https://git.launchpad.net/ubuntu/+source/font-manager,Build
828757d6dc9dde2826c6e8abf3465ac2837568c0,libwxgtk3.0-gtk3-dev,libwxgtk3.0-dev,0.1.2-5 (patches unapplied)\n\nImported using git-ubuntu import.,1570143600+0100,Deb,libwxgtk3.0-dev libwxgtk3.0-gtk3-dev,https://git.launchpad.net/ubuntu/+source/ebook2cwgui,GUI
828df0185defe21378d3efe83e13aeb22324669b,rarian-compat,scrollkeeper,0.3.9-3ubuntu1 (patches applied)\n\nImported using git-ubuntu import.,1225852621+0000,Deb,scrollkeeper rarian-compat,https://git.launchpad.net/ubuntu/+source/gparted,Documentation
828e1fe9438ce1b68c211a659ea57eb9594d8c49,libwxgtk3.0-gtk3-dev,libwxgtk3.0-dev,2.11.1-2 (patches unapplied)\n\nImported using git-ubuntu import.,1571977483+0200,Deb,libwxgtk3.0-dev libwxgtk3.0-gtk3-dev,https://git.launchpad.net/ubuntu/+source/icinga2,GUI
829022f4e41e07f500c3bf5b331fa55173fce7d6,telepathy-glib-dev,libempathy-dev,* debian/control   - build depend on telepathy-glib-dev instead of libempathy-dev,1260280856-0500,Deb,libempathy-dev telepathy-glib-dev,https://github.com/anne017/indicator-session,OS Dev
82908d47f953fa0a1539b1aef21ec154077e9a5e,qttools5-dev-tools,libqt4-dev,Updating debian build docs\n\nUpdating docs based on Licht's commit https://github.com/Lichtsucher/biblepay/commit/9ef919b22093fcacb8db4e5c97eef340cbe3fbe6,1529714953-0500,Deb,libqt4-dev qttools5-dev-tools,https://github.com/biblepay/biblepay,GUI
82908d47f953fa0a1539b1aef21ec154077e9a5e,qttools5-dev,libqt4-dev,Updating debian build docs\n\nUpdating docs based on Licht's commit https://github.com/Lichtsucher/biblepay/commit/9ef919b22093fcacb8db4e5c97eef340cbe3fbe6,1529714953-0500,Deb,libqt4-dev qttools5-dev,https://github.com/biblepay/biblepay,GUI
8297cd14b66d1e1466c4044b24cf59f552547ad3,libodsstream-dev,libodsstream-qt5-dev,Merge remote-tracking branch 'origin/master' into renne,1587558369+0200,Deb,libodsstream-qt5-dev libodsstream-dev,https://forgemia.inra.fr/pappso/pappsomspp,Serializing
829f75322d3e0e63d08987c706d6e68457058cc0,libsecret-1-dev,libgnome-keyring-dev,+ debian/control.in:     - Update build dependencies.,1363781772+0000,Deb,libgnome-keyring-dev libsecret-1-dev,https://github.com/complyue/gnome-shell,Cryptography
829ff9e0ba18ac83d2d28594ebd43b7f8d7fb300,cmake,autotools-dev,Merge from experimental branch\n\n git-svn-id: svn://anonscm.debian.org/pkg-gnome/packages/unstable/libproxy@40213 db0db5de-e4c8-0310-9441-90abf70311f7,1383488324+0000,Deb,autotools-dev cmake,https://gitlab.com/roam-debian-bootstrap/libproxy-debian,Build
82a682ec06a974c8adc657de65a39a53364b9604,dh-autoreconf,autotools-dev,2.0.4-1 (patches applied)\n\nImported using git-ubuntu import.,1414185445+0200,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/daq,Build
82a7e965edcb136d2caa0eb98cd2dbb58a7410a8,libglib2.0-dev,libgtk2.0-dev,3.0.0-1 (patches unapplied)\n\nImported using git-ubuntu import.,1317949460+0200,Deb,libgtk2.0-dev libglib2.0-dev,https://git.launchpad.net/ubuntu/+source/ghex,GUI
82a8236183f0f8e75e5555fea3d87c9b951622b3,dh-autoreconf,autoconf,Update to debhelper 9 and bump standards to 3.9.4,1375639405+0200,Deb,autoconf dh-autoreconf,https://github.com/cention-sany/libgif,Build
82ab8bcb520d465995bd86591eb9958a9c9af3c3,libwxgtk3.0-gtk3-dev,libwxgtk3.0-dev,2.2-2 (patches unapplied)\n\nImported using git-ubuntu import.,1544006436+0100,Deb,libwxgtk3.0-dev libwxgtk3.0-gtk3-dev,https://git.launchpad.net/ubuntu/+source/poedit,GUI
82b0c3abb8adb7e3e9bc72a0696fb4ec6584ffa8,quilt,dpatch,0.4.5-0.3ubuntu1 (patches applied)\n\nImported using git-ubuntu import.,1241187006+0200,Deb,dpatch quilt,https://git.launchpad.net/ubuntu/+source/gpac,Build
82b2e892a1861c334e60dfaa07a55d4eca67d21a,quilt,dpatch,0.4.1-4 (patches unapplied)\n\nImported using git-ubuntu import.,1216917359+0200,Deb,dpatch quilt,https://git.launchpad.net/ubuntu/+source/iodine,Build
82b5497babae5403a374f3aea2513fd3527ad4a0,libkf5kio-dev,kio-dev,5.28.0-0ubuntu1 (patches applied)\n\nImported using git-ubuntu import.,1480969113+0000,Deb,kio-dev libkf5kio-dev,https://git.launchpad.net/ubuntu/+source/kdesignerplugin,File Handling
82b57c4b0f779c4fdef1e43ee9dcac7db9e7d7b0,quilt,dpatch,Use quilt instead of dpatch: - migrate pathces - add a series file - change dependency from dpatch to quilt - update debian/rules to use quilt\n\n,1215237396+0000,Deb,dpatch quilt,https://github.com/TechSupportJosh/user-mode-linux-5.6,Build
82b71a70b2bf8a0fd57fb290945c56a467994913,libgd2-xpm-dev,libgd2-noxpm-dev,2.4.11-4ubuntu1 (patches unapplied)\n\nImported using git-ubuntu import.,1327435087-0800,Deb,libgd2-noxpm-dev libgd2-xpm-dev,https://git.launchpad.net/ubuntu/+source/libgphoto2,Image
82b81356ac19d5e22fd56de101df8e5456029fa6,quilt,cdbs,"New upstream version  changed packaging to not use cdbs any more but rather dh  bumped standards version  other minor changes  Nelson, would you mind if I upload this tomorrow?\n\n",1254689536+0000,Deb,cdbs quilt,https://salsa.debian.org/med-team/gdpc,Build
82b856b79a5d37622dc34795746c4ff33786a44e,dh-autoreconf,autotools-dev,"Convert to dh and dh-autoreconf.\n\nThis also handles multiarch, build flags, hardening and so on.",1391477186+0100,Deb,autotools-dev dh-autoreconf,https://github.com/gururajrkatti/termrec,Build
82b8b32be69b1198410b4b2927370dd3107cf1cc,libdebconfclient0-dev,libdebconf1-dev,New progress bars,1052654613+0000,Deb,libdebconf1-dev libdebconfclient0-dev,https://salsa.debian.org/93sam/d-i-test4-archive,OS Dev
82b964a85583973b05a20ace7af8b78140358e28,libglib2.0-dev,libunistring-dev,control: Drop libunistring-dev from build-depends and add libglib2.0-dev for unicode support.,1345547227+0300,Deb,libunistring-dev libglib2.0-dev,https://github.com/danos/sssd,OS Dev
82bedf13ec5039ebdea0687e2ad6cbf2d8a6557e,libqt4-dev,libqt3-mt-dev,2.2.1+dfsg-1 (patches applied)\n\nImported using git-ubuntu import.,1387665239+0100,Deb,libqt3-mt-dev libqt4-dev,https://git.launchpad.net/ubuntu/+source/ike,GUI
82bf4a559923fdbd5bcbc0d4cf451b601883bad1,quilt,cdbs,0.82-7 (patches unapplied)\n\nImported using git-ubuntu import.,1242197279-0700,Deb,cdbs quilt,https://git.launchpad.net/ubuntu/+source/liblog-loglite-perl,Build
82c31700808ab621ee9de228d96ec265e13f7520,dh-autoreconf,autotools-dev,Imported Debian patch 1.2.0-6,1432441271-0300,Deb,autotools-dev dh-autoreconf,https://salsa.debian.org/debian/detox,Build
82c383d515ec7bf78c61d90fe16a873405fa1d83,nodejs,nodejs-mozilla,Replace nodejs-mozilla build dep with nodejs\n\nOn Endless OS we use the nodejs package opposed to Ubuntu which uses the nodejs-mozilla package.\n\nhttps://phabricator.endlessm.com/T28640,1581104497-0300,Deb,nodejs-mozilla nodejs,https://github.com/bopopescu/chromium-browser-1,Network
82c394e3ebd2f797cadc6dc4f64f6172f451bdbf,libipfix-dev,libipfix,Merge remote-tracking branch 'target/R4.1' into R4.1,1539709715+0000,Deb,libipfix libipfix-dev,https://github.com/Mirantis/contrail-packages,Network
82c52a350dea08bff1f737cc98661a3fd00ded32,libfftw3-dev,fftw3-dev,4.0.1-3 (patches unapplied)\n\nImported using git-ubuntu import.,1198201668+0530,Deb,fftw3-dev libfftw3-dev,https://git.launchpad.net/ubuntu/+source/libitpp,Computing
82c52a350dea08bff1f737cc98661a3fd00ded32,quilt,dpatch,4.0.1-3 (patches unapplied)\n\nImported using git-ubuntu import.,1198201668+0530,Deb,dpatch quilt,https://git.launchpad.net/ubuntu/+source/libitpp,Build
82c7994ab424860f9c41fcde5572ed337ceef9e2,libgeos++-dev,libgeos-dev,Switch build-dependency from libgeos-dev to libgeos++-dev,1330288551+0100,Deb,libgeos-dev libgeos++-dev,https://salsa.debian.org/debian-gis-team/osm2pgsql,Database
82cc3f39217c8948c76a44d4195f0c3191b5afa7,x11proto-core-dev,x-dev,0.7.5-9 (patches unapplied)\n\nImported using git-ubuntu import.,1235168508+0100,Deb,x-dev x11proto-core-dev,https://git.launchpad.net/ubuntu/+source/directvnc,GUI
82ce40061c5ae185569efafe10a34d0d6dc0f8fb,quilt,cdbs,switch to dh 7\n\ndebian/patches: port from dpatch to quilt for compatibility with dh7,1254862037+0200,Deb,cdbs quilt,https://salsa.debian.org/ocaml-team/galax,Build
82ce40061c5ae185569efafe10a34d0d6dc0f8fb,quilt,dpatch,switch to dh 7\n\ndebian/patches: port from dpatch to quilt for compatibility with dh7,1254862037+0200,Deb,dpatch quilt,https://salsa.debian.org/ocaml-team/galax,Build
82d4059f1718b417a5bd800df0ea389fd7174f8f,gem2deb,cdbs,0.9.9gem-1 (patches unapplied)\n\nImported using git-ubuntu import.,1337985765+0200,Deb,cdbs gem2deb,https://git.launchpad.net/ubuntu/+source/stompserver,Build
82d4059f1718b417a5bd800df0ea389fd7174f8f,gem2deb,ruby-pkg-tools,0.9.9gem-1 (patches unapplied)\n\nImported using git-ubuntu import.,1337985765+0200,Deb,ruby-pkg-tools gem2deb,https://git.launchpad.net/ubuntu/+source/stompserver,Build
82d77603617fd3431f132752d1dd2a9c75971277,dh-autoreconf,autotools-dev,1.1.1+dfsg.1-3.1ubuntu1 (patches applied)\n\nImported using git-ubuntu import.,1387182809-0800,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/libtheora,Build
82d86c5a257958eee06776229a0b7e20114dc520,dh-autoreconf,autotools-dev,0.17.5-1 (patches unapplied)\n\nImported using git-ubuntu import.,1393981565+0100,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/tracker,Build
82e0921d3dec4471bd7eb6c60bb6ed3d95356408,dh-autoreconf,autotools-dev,2.3.11.dfsg-2.1ubuntu1 (patches unapplied)\n\nImported using git-ubuntu import.,1379493104+0100,Deb,autotools-dev dh-autoreconf,https://git.launchpad.net/ubuntu/+source/qd,Build
82e0921d3dec4471bd7eb6c60bb6ed3d95356408,dh-autoreconf,autoconf,2.3.11.dfsg-2.1ubuntu1 (patches unapplied)\n\nImported using git-ubuntu import.,1379493104+0100,Deb,autoconf dh-autoreconf,https://git.launchpad.net/ubuntu/+source/qd,Build
82e2f425af7dad1564a67173138690fd61cd55c3,freeglut3-dev,libglut3-dev,5.14-1ubuntu1 (patches unapplied)\n\nImported using git-ubuntu import.,1124893864+1000,Deb,libglut3-dev freeglut3-dev,https://git.launchpad.net/ubuntu/+source/xmakemol,GUI
82e4e246d3a7a0e0e4e1a5707b8cc1d69e2a9d5b,qtbase5-dev,libqt4-dev,2.2.2+ds1-1~exp1 (patches applied)\n\nImported using git-ubuntu import.,1581719952-0500,Deb,libqt4-dev qtbase5-dev,https://git.launchpad.net/ubuntu/+source/doomsday,GUI
82ea391ad8dbb40fc63214e5ee6f788ab689f547,mono-devel,mono-gmcs,"* New upstream bugfix release:   + debian/rules:     - Set the vendor ID to the output of lsb_release -sd. * debian/control,   debian/rules:   + Update for the mono 2.0 transition.\n\ngit-svn-id: svn+ssh://alioth/svn/pkg-cli-apps/packages/banshee/trunk@4441 51a4afcb-40d8-4bc0-a9d9-6b9f2cc5091e",1232551909+0000,Deb,mono-gmcs mono-devel,https://salsa.debian.org/dotnet-team/banshee,OS Dev
82ea875f2b2e4ec59d15d3003ad9e2174c1f01cd,libpoppler-private-dev,libpoppler-dev,0.0.20051227svn-7 (patches unapplied)\n\nImported using git-ubuntu import.,1338478637+0300,Deb,libpoppler-dev libpoppler-private-dev,https://git.launchpad.net/ubuntu/+source/popplerkit.framework,Documentation
82eb96e851c849ce1e02d8512328abd1e19dde75,libfftw3-dev,fftw3-dev,0.4.3-1ubuntu1 (patches applied)\n\nImported using git-ubuntu import.,1198062881+1100,Deb,fftw3-dev libfftw3-dev,https://git.launchpad.net/ubuntu/+source/gimp-plugin-registry,Computing
82ef2f949a94acca9e32d870261d9a001349db79,meson,cmake,Merge pull request #13 from ryonakano/meson\n\nAdd meson,1563878519+0200,Deb,cmake meson,https://github.com/aleksandar-stefanovic/urmsimulator,Build
82f2b495fe4de79cb9b3fd3654b76dc6fc186f00,libc-ares-dev,libudns-dev,Merge pull request #1 from shadowsocks/master\n\nupdate,1534696618+0800,Deb,libudns-dev libc-ares-dev,https://github.com/ReinForce-II/shadowsocks-libev,Network
82f76b6584a5216e8b6c649f468b1d590de2f07a,postgresql-all,postgresql-server-dev-all,Upload for PostgreSQL 13.\n\n* Use dh --with pgxs. * R³: no. * DH 13. * debian/tests: Use 'make' instead of postgresql-server-dev-all.,1603110715+0200,Deb,postgresql-server-dev-all postgresql-all,https://github.com/df7cb/pgsql-asn1oid,Database
82fa14578366d292024112be655c051442e9c4b6,krb5-multidev,libkrb5-dev,Import patches-unapplied version 1:2.2.18-1 to debian/sid\n\nImported using git-ubuntu import.\n\nChangelog parent: 5fb1937f5b72ab43a7e9f445a8aeb3c31f896f56\n\nNew changelog entries:   * [cce20a5] Imported Upstream version 2.2.18. Closes: #786760   * [36d2ec1] Refresh patch dovecot_name.patch.   * [109e6f8] Drop patch cve-2015-3420.patch: applied upstream.   * [6c59f09] Depend on krb5-multidev rather than libkrb5-dev.,1432479679+0000,Deb,libkrb5-dev krb5-multidev,https://git.launchpad.net/~ahasenack/ubuntu/+source/dovecot,Database
82fa95d4196c12d3299e818cf5ff3e6f56f690ba,libsbc-dev,libbluetooth-dev[!kfreebsd-i386 !kfreebsd-amd64 !hurd-i386],"[ Luke Yelavich ] * debian/control: Update Vcs-Bzr field for raring * Bump upstream version and rules/shlib files to 3.0.\n\n[ David Henningsson ] * New upstream release (3.0) * 0100-resampler-Fix-volume-on-downmix-to-mono.patch,   0101-alsa-mixer-Remove-analog-output-lfe-on-mono.patch,   0010-lp453966-handle-digmic-pt2.patch:   Dropped, applied upstream * 0002-In-KDE-only-start-pulseaudio-from-the-KDE-specific-d.patch:   Dropped, Debian dropped it and we got it from there * 0002-add-padsp-wrapper-check.patch:   Dropped, makes no sense now that OSS is disabled in the kernel * 0008-delay-gnome-autostart.patch:   Dropped per Martin Pitt's recommendation (incompatible upstream change) * 0101-alsa-mixer-Fix-the-analog-output-speaker-always-path.patch,   0102-Call-change_cb-only-when-there-s-an-actual-change.patch,   0103-Initialize-monitor-s-busy-status-to-false-if-we-own-.patch:   Added from upstream stable-3.x tree * Other patches refreshed * debian/control: PulseAudio binary package is no longer    ""Multi-Arch: foreign"" (LP: #1078543) * debian/control, pulseaudio-module-bluetooth.install:   Update for new bluetooth dependency (libsbc) * debian/watch: Change to .xz by default (because Debian does) * debian/pulseaudio.init: Don't claim to support reload (Debian BTS: #690736) * debian/rules, debian/pulseaudio.manpages: Fix installation of default.pa   (Debian BTS: #690416) * debian/rules: disable hal compat module * debian/pulse-alsa.conf, debian/README.Debian,   debian/pulseaudio-esound-compat.links, debian/pulseaudio.init,   debian/pulseaudio.install: Sync with Debian. * debian/manpages/esdcompat.1: Remove, already upstream. * debian/control: Sync build-dependencies with debian, in particular,   - add fftw3 development library * debian/control: Cosmetic changes (sync with Debian) * debian/pulseaudio.postinst: Remove ancient upgrade stuff - we won't support   direct upgrades from 8.04 to 13.04+ anyway\n\n[ Luke Yelavich ] * 0104-alsa-ucm-Fallback-to-stereo-duplex.patch: Added from upstrea git   stable tree to fix ucm related issues. * Disable use of UCM in PulseAudio for now.",1360843520+1100,Deb,libbluetooth-dev[!kfreebsd-i386 !kfreebsd-amd64 !hurd-i386] libsbc-dev,https://github.com/saemy/pulseaudio,Multi Media
82fc151f27168b122c1b60bcaf34bbd0d1c60839,quilt,cdbs,20091019-1 (patches applied)\n\nImported using git-ubuntu import.,1256051929+0200,Deb,cdbs quilt,https://git.launchpad.net/ubuntu/+source/sup,Build
82fc559e2b2843f4f41942c051b66d460cbff08e,meson,cmake,20-1 (patches unapplied)\n\nImported using git-ubuntu import.,1602351154+0200,Deb,cmake meson,https://git.launchpad.net/ubuntu/+source/fastd,Build
030001de8c44290297fc8adcdb5527fd5f1096c7,dh-r,cdbs,1.2-1-2 (patches unapplied)\n\nImported using git-ubuntu import.,1508503002+0200,Deb,cdbs dh-r,https://git.launchpad.net/ubuntu/+source/r-cran-sendmailr,Build
