_id,proj_url,rem_lib,rem_src,add_lib,add_src,add_commit,add_message,add_time,pattern,possible_reason,cross_pattern
67eae190b25b49a18b05f03a,https://github.com/atari-vcs/gobject-introspection,gobject,pc-config,cairo-gobject,meson,493f550dbc72aa91d0dcd43a9863ab1765c73285,"Import Debian changes 1.66.1-1

gobject-introspection (1.66.1-1) unstable; urgency=medium

  * New upstream release
    - Update GLib annotations
    - gimarshallingtests: Add more tests for flags
    - Revert a documentation-processing change that caused regressions
  * d/p/debian/multiarch_compat.patch: Move from d/p/ to debian/
    subdirectory.
    This is a Debian-specific patch that is not intended to go upstream.

gobject-introspection (1.66.0-1) unstable; urgency=medium

  * Team upload
  * New upstream release
    - Support the gtk-doc GTK 4 action syntax
    - GITypeInfo storage type utility API
    - Fix XDG_DATA_DIRS logic
    - libgirepository: Add missing nullable annotations
    - dumper: Fix missing symbols in LTO case or with overridden symbol
      visibility settings
    - Documentation improvements
    - giscanner: parse block comments for members and fields
    - Add the notion of standalone doc sections
    - giscanner: Fix section matching for documentation
  * Update symbols file

gobject-introspection (1.64.1-1) unstable; urgency=medium

  * Team upload
  * New upstream release
    - d/p/gimarshallingtests-Use-g_assert_cmpfloat_with_epsilon.patch:
      Drop patch, applied upstream

gobject-introspection (1.64.0-2) unstable; urgency=medium

  * debian/dh_girepository: Make the parsing of BD more robust.
    Thanks to Simon McVittie (Closes: #933729)

gobject-introspection (1.64.0-1) experimental; urgency=medium

  [ Simon McVittie ]
  * Add Breaks on older cjs, to avoid broken partial upgrades when
    transitioning to libffi7 (see version 1.62.0-5 for more details)

  [ Iain Lane ]
  * New upstream release
    + Update glib annotations
    + Fix regress scanner tests for non-gcc/clang compilers
  * gimarshallingtests-Use-g_assert_cmpfloat_with_epsilon.patch: Add. Don't
    perform exact float comparisons; this doesn't work everywhere -
    particularly on i386. This should fix the tests for gjs 1.62.

gobject-introspection (1.63.2-1) experimental; urgency=medium

  * New upstream release
    - Add GMemoryMonitor to glib annotations
    - autotools: Make INTROSPECTION_GIRDIR/INTROSPECTION_TYPELIBDIR respect
      prefix/datadir/libdir
    - build: require meson 0.50.1
    - build: use proper dylib versioning on macOS
    - Cross compile support
    - Drop deprecated xml.etree.ElementTree.Element.getchildren() calls
    - Fix a memory leak in g_irepository_get_object_gtype_interfaces()
    - Fix build reproducibility
    - Fix non-libtool code being run with no nob-libtool dependencies
    - girepository: Also store GType cache misses
    - meson: change ""cairo"" from a boolean to a feature option
    - meson: change ""doctool"" from a boolean to a feature option
    - scanner: Support array arguments with static keyword
    - tests: Actually test libregress by specifying the LD_LIBRARY_PATH
    - Update glib annotations
  * rules: Update doctool/cairo build flags for bool → feature switch
  * control: Bump BD on meson to 0.50.1 per upstream

gobject-introspection (1.62.0-5) unstable; urgency=medium

  * Team upload

  [ Simon McVittie ]
  * Add more Breaks, to avoid broken partial upgrades during the libffi7
    transition by ensuring that users of our libffi-related APIs are
    upgraded to a version that was definitely built against libffi7
    - libgjs0g (<< 1.58.1-2~)
    - libglib-object-introspection-perl (<< 0.048-2~)
    - ruby-gobject-introspection (<< 3.4.1-2~)
  * Version the (build-)dependency on GLib to make sure libgobject is
    also not linked to libffi6

  [ Iain Lane ]
  * rules: Pass the private module directory to dh_python3.
    We only build for the default python version. Previously dh_python3
    wasn't finding the directory containing the private modules, so it
    didn't know this. (Closes: #950267)

gobject-introspection (1.62.0-4) unstable; urgency=medium

  * Team upload

  [ Simon McVittie ]
  * Add dependencies for libffi transition:
    - Build-depend on libffi-dev (>= 3.3) to guarantee that our ABI
      includes libffi7 objects
    - Change -dev dependency to libffi-dev (>= 3.3) too
    - d/libgirepository-1.0-1.symbols: Bump ffi-related symbols to 1.62.0-4~.
      This forces dependent packages to pick up a suitably versioned
      dependency on this package.
    - Add Breaks on older python-gi and python3-gi versions that would
      have expected libffi6 objects.
      The same should ideally be done for cjs, gjs,
      libglib-object-introspection-perl and ruby-gnome, but they haven't
      had a sourceful upload since the libffi7 transition started, and I
      would prefer not to add Breaks on specific binNMU versions.
  * Bump Standards-Version to 4.5.0 (no changes required)

  [ lintian-brush ]
  * Set field Upstream-Name in debian/copyright.
  * Set upstream metadata fields: Bug-Database, Bug-Submit, Repository,
    Repository-Browse.

gobject-introspection (1.62.0-3) unstable; urgency=medium

  * Team upload
  * d/tests/build: Mark as superficial
  * Explicitly build-depend on dh-python, fixing FTBFS with
    python3-defaults (>= 3.7.5-3)
  * Use debhelper-compat 12
  * Use dh-sequence-gnome and dh-sequence-python3 build-dependencies to
    enable debhelper addons
  * d/copyright: Fix syntax.
    Patterns with character classes, such as foo.[ch], are not supported
    by the machine-readable copyright file spec.
  * d/tests: Fix some shellcheck warnings
  * d/tests/build: Make autopkgtest cross-test-friendly

gobject-introspection (1.62.0-2) unstable; urgency=medium

  * Team upload.
  * Upload to unstable.

gobject-introspection (1.62.0-1) experimental; urgency=medium

  [ Iain Lane ]
  * New upstream release
    + Add documentation to the RelaxNG schema
    + Add Vulkan gir
    + cachestore: handle cache getting deleted while loading it
    + Drop autotools build system
    + dumper: Use the distutils linker
    + gimarshallingtests: Add a marshalling test case for GPtrArrays and
      GArrays of structures
    + Make g_irepository_get_object_gtype_interfaces actually work
    + meson: Fix wrong dependency type check for gio-unix
    + meson: require 0.49.2
    + meson: use pkg-config directly for libffi cflags and libs
    + regress: Add regression test for signal with GError param
    + scanner: parse and expose function macros
    + structinfo: Fix offset in find_method()
    + tests: Don't include ""config.h"" in installed files
    + Unused variable fixes
    + Update glib annotations

  [ Philip Chimento ]
  * debian/control.in: Bump meson build dependency. This is a new requirement
    documented in the upstream meson.build file.
  * debian/patches: Refresh
  * Install new Vulkan-1.0.typelib. This is now part of the gir1.2-freedesktop
    package which Provides gir1.2-vulkan-1.0 as well.

gobject-introspection (1.60.1-1) experimental; urgency=medium

  * New upstream release
    + docs: include '--c-include' in g-ir-scanner man page
    + meson: always pass --quiet to g-ir-scanner
    + tests: Fix compatibility with Python 3.5
    + Update glib annotations (glib-2-60)

gobject-introspection (1.60.0-1) experimental; urgency=medium

  * New upstream release

gobject-introspection (1.59.4-1) experimental; urgency=medium

  * New upstream development release
  * Build with meson
  * debian/libgirepository-1.0-1.symbols: Add new symbols
",2020-10-12 09:30:19,gobject cairo-gobject,"
build: require meson 0.50.1",pc-config meson
67eae190b25b49a18b05f03b,https://github.com/atari-vcs/gobject-introspection,gobject,pc-config,gobject-introspection,meson,493f550dbc72aa91d0dcd43a9863ab1765c73285,"Import Debian changes 1.66.1-1

gobject-introspection (1.66.1-1) unstable; urgency=medium

  * New upstream release
    - Update GLib annotations
    - gimarshallingtests: Add more tests for flags
    - Revert a documentation-processing change that caused regressions
  * d/p/debian/multiarch_compat.patch: Move from d/p/ to debian/
    subdirectory.
    This is a Debian-specific patch that is not intended to go upstream.

gobject-introspection (1.66.0-1) unstable; urgency=medium

  * Team upload
  * New upstream release
    - Support the gtk-doc GTK 4 action syntax
    - GITypeInfo storage type utility API
    - Fix XDG_DATA_DIRS logic
    - libgirepository: Add missing nullable annotations
    - dumper: Fix missing symbols in LTO case or with overridden symbol
      visibility settings
    - Documentation improvements
    - giscanner: parse block comments for members and fields
    - Add the notion of standalone doc sections
    - giscanner: Fix section matching for documentation
  * Update symbols file

gobject-introspection (1.64.1-1) unstable; urgency=medium

  * Team upload
  * New upstream release
    - d/p/gimarshallingtests-Use-g_assert_cmpfloat_with_epsilon.patch:
      Drop patch, applied upstream

gobject-introspection (1.64.0-2) unstable; urgency=medium

  * debian/dh_girepository: Make the parsing of BD more robust.
    Thanks to Simon McVittie (Closes: #933729)

gobject-introspection (1.64.0-1) experimental; urgency=medium

  [ Simon McVittie ]
  * Add Breaks on older cjs, to avoid broken partial upgrades when
    transitioning to libffi7 (see version 1.62.0-5 for more details)

  [ Iain Lane ]
  * New upstream release
    + Update glib annotations
    + Fix regress scanner tests for non-gcc/clang compilers
  * gimarshallingtests-Use-g_assert_cmpfloat_with_epsilon.patch: Add. Don't
    perform exact float comparisons; this doesn't work everywhere -
    particularly on i386. This should fix the tests for gjs 1.62.

gobject-introspection (1.63.2-1) experimental; urgency=medium

  * New upstream release
    - Add GMemoryMonitor to glib annotations
    - autotools: Make INTROSPECTION_GIRDIR/INTROSPECTION_TYPELIBDIR respect
      prefix/datadir/libdir
    - build: require meson 0.50.1
    - build: use proper dylib versioning on macOS
    - Cross compile support
    - Drop deprecated xml.etree.ElementTree.Element.getchildren() calls
    - Fix a memory leak in g_irepository_get_object_gtype_interfaces()
    - Fix build reproducibility
    - Fix non-libtool code being run with no nob-libtool dependencies
    - girepository: Also store GType cache misses
    - meson: change ""cairo"" from a boolean to a feature option
    - meson: change ""doctool"" from a boolean to a feature option
    - scanner: Support array arguments with static keyword
    - tests: Actually test libregress by specifying the LD_LIBRARY_PATH
    - Update glib annotations
  * rules: Update doctool/cairo build flags for bool → feature switch
  * control: Bump BD on meson to 0.50.1 per upstream

gobject-introspection (1.62.0-5) unstable; urgency=medium

  * Team upload

  [ Simon McVittie ]
  * Add more Breaks, to avoid broken partial upgrades during the libffi7
    transition by ensuring that users of our libffi-related APIs are
    upgraded to a version that was definitely built against libffi7
    - libgjs0g (<< 1.58.1-2~)
    - libglib-object-introspection-perl (<< 0.048-2~)
    - ruby-gobject-introspection (<< 3.4.1-2~)
  * Version the (build-)dependency on GLib to make sure libgobject is
    also not linked to libffi6

  [ Iain Lane ]
  * rules: Pass the private module directory to dh_python3.
    We only build for the default python version. Previously dh_python3
    wasn't finding the directory containing the private modules, so it
    didn't know this. (Closes: #950267)

gobject-introspection (1.62.0-4) unstable; urgency=medium

  * Team upload

  [ Simon McVittie ]
  * Add dependencies for libffi transition:
    - Build-depend on libffi-dev (>= 3.3) to guarantee that our ABI
      includes libffi7 objects
    - Change -dev dependency to libffi-dev (>= 3.3) too
    - d/libgirepository-1.0-1.symbols: Bump ffi-related symbols to 1.62.0-4~.
      This forces dependent packages to pick up a suitably versioned
      dependency on this package.
    - Add Breaks on older python-gi and python3-gi versions that would
      have expected libffi6 objects.
      The same should ideally be done for cjs, gjs,
      libglib-object-introspection-perl and ruby-gnome, but they haven't
      had a sourceful upload since the libffi7 transition started, and I
      would prefer not to add Breaks on specific binNMU versions.
  * Bump Standards-Version to 4.5.0 (no changes required)

  [ lintian-brush ]
  * Set field Upstream-Name in debian/copyright.
  * Set upstream metadata fields: Bug-Database, Bug-Submit, Repository,
    Repository-Browse.

gobject-introspection (1.62.0-3) unstable; urgency=medium

  * Team upload
  * d/tests/build: Mark as superficial
  * Explicitly build-depend on dh-python, fixing FTBFS with
    python3-defaults (>= 3.7.5-3)
  * Use debhelper-compat 12
  * Use dh-sequence-gnome and dh-sequence-python3 build-dependencies to
    enable debhelper addons
  * d/copyright: Fix syntax.
    Patterns with character classes, such as foo.[ch], are not supported
    by the machine-readable copyright file spec.
  * d/tests: Fix some shellcheck warnings
  * d/tests/build: Make autopkgtest cross-test-friendly

gobject-introspection (1.62.0-2) unstable; urgency=medium

  * Team upload.
  * Upload to unstable.

gobject-introspection (1.62.0-1) experimental; urgency=medium

  [ Iain Lane ]
  * New upstream release
    + Add documentation to the RelaxNG schema
    + Add Vulkan gir
    + cachestore: handle cache getting deleted while loading it
    + Drop autotools build system
    + dumper: Use the distutils linker
    + gimarshallingtests: Add a marshalling test case for GPtrArrays and
      GArrays of structures
    + Make g_irepository_get_object_gtype_interfaces actually work
    + meson: Fix wrong dependency type check for gio-unix
    + meson: require 0.49.2
    + meson: use pkg-config directly for libffi cflags and libs
    + regress: Add regression test for signal with GError param
    + scanner: parse and expose function macros
    + structinfo: Fix offset in find_method()
    + tests: Don't include ""config.h"" in installed files
    + Unused variable fixes
    + Update glib annotations

  [ Philip Chimento ]
  * debian/control.in: Bump meson build dependency. This is a new requirement
    documented in the upstream meson.build file.
  * debian/patches: Refresh
  * Install new Vulkan-1.0.typelib. This is now part of the gir1.2-freedesktop
    package which Provides gir1.2-vulkan-1.0 as well.

gobject-introspection (1.60.1-1) experimental; urgency=medium

  * New upstream release
    + docs: include '--c-include' in g-ir-scanner man page
    + meson: always pass --quiet to g-ir-scanner
    + tests: Fix compatibility with Python 3.5
    + Update glib annotations (glib-2-60)

gobject-introspection (1.60.0-1) experimental; urgency=medium

  * New upstream release

gobject-introspection (1.59.4-1) experimental; urgency=medium

  * New upstream development release
  * Build with meson
  * debian/libgirepository-1.0-1.symbols: Add new symbols
",2020-10-12 09:30:19,gobject gobject-introspection,"
build: require meson 0.50.1",pc-config meson
67eae19db25b49a18b05f03c,https://github.com/i3drobotics/i3dr_tools_ros,image_geometry,pc-config,https://github.com/i3drobotics/image_pipeline,gitsubmodule,4b659bbfb0d59c19a327b214a4ba1d2ff2aea584,"add submodules
",2019-06-10 11:25:44,image_geometry i3drobotics_image_pipeline,"
add submodules",pc-config gitsubmodule
67eae19eb25b49a18b05f03f,https://github.com/i3drobotics/i3dr_tools_ros,image_transport,pc-config,https://github.com/i3drobotics/image_pipeline,gitsubmodule,4b659bbfb0d59c19a327b214a4ba1d2ff2aea584,"add submodules
",2019-06-10 11:25:44,image_transport i3drobotics_image_pipeline,"
add submodules",pc-config gitsubmodule
67eae19eb25b49a18b05f041,https://github.com/i3drobotics/i3dr_tools_ros,image_proc,pc-config,https://github.com/i3drobotics/image_pipeline,gitsubmodule,4b659bbfb0d59c19a327b214a4ba1d2ff2aea584,"add submodules
",2019-06-10 11:25:44,image_proc i3drobotics_image_pipeline,"
add submodules",pc-config gitsubmodule
67eae1a0b25b49a18b05f042,https://github.com/objectx/tiger,https://github.com/philsquared/Catch.git,gitsubmodule,Catch2,conan,4b9ea1cc6e7c650a5103c50ee4520b706485ef46,"refactor: Use `conan`
",2019-03-18 07:34:20,philsquared_catch catch2,"
refactor: Use `conan`",gitsubmodule conan
67eae1a5b25b49a18b05f043,https://github.com/alexandereof/cpv-framework,https://github.com/cpv-project/seastar,gitsubmodule,seastar,deb,4d9c3eef2bd7bb489b8d401c0b295b90d3e018f2,"remove submodules, use seastar from system, provide ubuntu package
",2019-01-02 06:54:08,cpv-project_seastar seastar,"
remove submodules, use seastar from system, provide ubuntu package",gitsubmodule deb
67eae1a7b25b49a18b05f044,https://github.com/abbyssoul/libclime,https://github.com/google/googletest.git,gitsubmodule,gtest,conan,4df41178672bd2745f1b88e0b1f88994f0225e6d,"gtest submode replaced with gtest from conan, update configure script
",2020-01-17 02:19:34,google_googletest gtest,"
gtest submode replaced with gtest from conan, update configure script",gitsubmodule conan
67eae1adb25b49a18b05f045,https://github.com/jprochazk/underworld-server,sol2,conan,sol2,xmake,4f55dd451985dcb4b064a0bef5b04b59ab4fe477,"switch to xmake
",2020-11-28 23:03:58,sol2 sol2,"
switch to xmake",conan xmake
67eae1adb25b49a18b05f046,https://github.com/jprochazk/underworld-server,boost,conan,boost,xmake,4f55dd451985dcb4b064a0bef5b04b59ab4fe477,"switch to xmake
",2020-11-28 23:03:58,boost boost,"
switch to xmake",conan xmake
67eae1adb25b49a18b05f047,https://github.com/jprochazk/underworld-server,nlohmann_json,conan,nlohmann_json,xmake,4f55dd451985dcb4b064a0bef5b04b59ab4fe477,"switch to xmake
",2020-11-28 23:03:58,nlohmann_json nlohmann_json,"
switch to xmake",conan xmake
67eae1adb25b49a18b05f048,https://github.com/jprochazk/underworld-server,glm,conan,glm,xmake,4f55dd451985dcb4b064a0bef5b04b59ab4fe477,"switch to xmake
",2020-11-28 23:03:58,glm glm,"
switch to xmake",conan xmake
67eae1adb25b49a18b05f04a,https://github.com/jprochazk/underworld-server,magic_enum,conan,magic_enum,xmake,4f55dd451985dcb4b064a0bef5b04b59ab4fe477,"switch to xmake
",2020-11-28 23:03:58,magic_enum magic_enum,"
switch to xmake",conan xmake
67eae1adb25b49a18b05f04b,https://github.com/jprochazk/underworld-server,spdlog,conan,spdlog,xmake,4f55dd451985dcb4b064a0bef5b04b59ab4fe477,"switch to xmake
",2020-11-28 23:03:58,spdlog spdlog,"
switch to xmake",conan xmake
67eae1adb25b49a18b05f04c,https://github.com/jprochazk/underworld-server,concurrentqueue,conan,concurrentqueue,xmake,4f55dd451985dcb4b064a0bef5b04b59ab4fe477,"switch to xmake
",2020-11-28 23:03:58,concurrentqueue concurrentqueue,"
switch to xmake",conan xmake
67eae1adb25b49a18b05f04d,https://github.com/jprochazk/underworld-server,gtest,conan,gtest,xmake,4f55dd451985dcb4b064a0bef5b04b59ab4fe477,"switch to xmake
",2020-11-28 23:03:58,gtest gtest,"
switch to xmake",conan xmake
67eae1adb25b49a18b05f04e,https://github.com/dioptra-io/caracal,pybind11,conan,https://github.com/pybind/pybind11.git,gitsubmodule,4f87c5f1ce20f26ce157034810fac252159868be,"Revert ""cmake: use pybind11 from conan""

This reverts commit c92c22e8c93f9d6c0dd6919a6be6d26431126a30.
",2021-05-03 16:01:30,pybind11 pybind_pybind11,"
Revert ""cmake: use pybind11 from conan""",conan gitsubmodule
67eae1b1b25b49a18b05f04f,https://github.com/Simnol/rocketsd,git@github.com:google/googletest.git,gitsubmodule,gtest,conan,507ed6129158bcf29419707bd70d14a178063808,"Adds Conanfile for third party libraries

+ Added conanfile, updated CMake to use Conan for third party management
- Removed curses. It didn't work well and Conan was having issues with
it? I might replace it with FTXUI
+ Added Github CI action (build, run unit tests)
",2021-06-12 22:19:01,google_googletest gtest,"
Adds Conanfile for third party libraries",gitsubmodule conan
67eae1b2b25b49a18b05f050,https://github.com/Arthapz/StormKit,https://github.com/GPUOpen-LibrariesAndSDKs/VulkanMemoryAllocator.git,gitsubmodule,vulkan,meson,50b9cd9e71db468813ac33fe03a456a4e964ddd5,"Initial meson commit


Former-commit-id: 008fabf62b65f151e9423dec454039c60f17821d",2019-10-19 12:53:31,gpuopen-librariesandsdks_vulkanmemoryallocator vulkan,"
Initial meson commit",gitsubmodule meson
67eae1b2b25b49a18b05f051,https://github.com/ClickHouse/clickhouse-odbc,libssl1.0.0,deb,https://github.com/ClickHouse-Extras/ssl.git,gitsubmodule,5091ccb6ed5a84c3083f891857af1375b3151e09," Linux: build with ssl by default (#76)

* Linux: build with ssl by default_x000D_
_x000D_
* Add ssl submodule_x000D_
",2018-04-11 18:50:37,libssl1.0.0 clickhouse-extras_ssl,"
Add ssl submodule",deb gitsubmodule
67eae1b2b25b49a18b05f052,https://github.com/ClickHouse/clickhouse-odbc,libssl-dev,deb,https://github.com/ClickHouse-Extras/ssl.git,gitsubmodule,5091ccb6ed5a84c3083f891857af1375b3151e09," Linux: build with ssl by default (#76)

* Linux: build with ssl by default_x000D_
_x000D_
* Add ssl submodule_x000D_
",2018-04-11 18:50:37,libssl-dev clickhouse-extras_ssl,"
Add ssl submodule",deb gitsubmodule
67eae1b5b25b49a18b05f053,https://github.com/wutipong/font-render-tester,https://github.com/Tyyppi77/imgui_sdl.git,gitsubmodule,opengl,vcpkg,504d89ff67f1836ff25440ac01394cb8e2e56cad,"Feature/opengl (#1)

* make changes to the UI to use OpenGL instead of SDL renderer._x000D_
_x000D_
* fix the background color._x000D_
_x000D_
* replace sdl texture with opengl texture._x000D_
_x000D_
* add glyph shader codes._x000D_
_x000D_
* add test scene_x000D_
_x000D_
* add some fields to the test scene._x000D_
_x000D_
* add more input fields._x000D_
_x000D_
* add shader source._x000D_
_x000D_
* return 0 when texture could not be created._x000D_
_x000D_
* add draw rect functions._x000D_
_x000D_
* add untested draw glyph_x000D_
_x000D_
* add init codes._x000D_
_x000D_
* draw some glyph on the screen._x000D_
_x000D_
* make uses of draw* function in the main scene._x000D_
_x000D_
* remove imgui sdl backend._x000D_
_x000D_
* remove unused stuffs._x000D_
_x000D_
* read shader from files instead._x000D_
_x000D_
* add shader copy tasks._x000D_
_x000D_
* fix the vertical layout not render correctly._x000D_
",2021-01-29 05:53:58,tyyppi77_imgui_sdl opengl,"
make changes to the UI to use OpenGL instead of SDL renderer.",gitsubmodule vcpkg
67eae1b5b25b49a18b05f054,https://github.com/ISCI-NCTU/pronto-distro,openni-dev,pc-config,https://github.com/openhumanoids/kinect.git,gitsubmodule,510e979730a54500bbb462030cec7f13aff51cb2,"use kinect submodule
",2015-12-08 12:12:36,openni-dev openhumanoids_kinect,"
use kinect submodule",pc-config gitsubmodule
67eae1c4b25b49a18b05f055,https://github.com/avans-night-byte/engine,sdl2,pc-config,https://github.com/SDL-mirror/SDL_mixer,gitsubmodule,54d4932082ac6c349c085d32b8af766ed9547274,"Added submodule
",2020-10-09 13:53:26,sdl2 sdl-mirror_sdl_mixer,"
Added submodule",pc-config gitsubmodule
67eae1c6b25b49a18b05f056,https://github.com/christofmuc/JammerNetz,keychain,conan,https://github.com/hrantzsch/keychain.git,gitsubmodule,55bcb6c85bbf2965008bfd01c1011276ccdf8c46,"Test building with keychain from submodule and not via Conan, as there is no way to build it via Conan for our Ubuntu distribtuion.
",2021-10-04 18:13:22,keychain hrantzsch_keychain,"
Test building with keychain from submodule and not via Conan, as there is no way to build it via Conan for our Ubuntu distribtuion.",conan gitsubmodule
67eae1c6b25b49a18b05f057,https://github.com/ParisiLabs/code,https://github.com/google/googletest.git,gitsubmodule,gtest,conan,5576e60d794179c6c339ba1f6162b775f6e88ace,"[PM] introducing conan.io

a package manager for C++.

We get rid of the vendor/ folder with this commit, as well as pugixml and rapidjson.

You'll need to ""conan install --build=missing .."" in your build folder before invoking cmake in there.
",2016-11-04 00:13:52,google_googletest gtest,"
[PM] introducing conan.io",gitsubmodule conan
67eae1c6b25b49a18b05f058,https://github.com/jason2506/esapp,https://github.com/pybind/pybind11.git,gitsubmodule,pybind11,conan,56310246e051956e2a977505333c4149850c74a4,"Install pybind11 with Conan
",2017-01-05 13:10:40,pybind_pybind11 pybind11,"
Install pybind11 with Conan",gitsubmodule conan
67eae1c9b25b49a18b05f059,https://github.com/zethon/arcc,https://github.com/nlohmann/json.git,gitsubmodule,jsonformoderncpp,conan,56826ff46d1614e00597729912c4e1cfa442a693,"🦆 import JSON for Modern C++ with Conan

",2018-11-20 02:14:26,nlohmann_json jsonformoderncpp,"
🦆 import JSON for Modern C++ with Conan",gitsubmodule conan
67eae1ceb25b49a18b05f05b,https://github.com/dmillard/tiny-differentiable-simulator,https://github.com/jarro2783/cxxopts,gitsubmodule,cxxopts,vcpkg,5890d68e3b42b1dd96eb791e86abb9b7ec5d1415,"Initial vcpkg support
",2020-07-31 00:24:46,jarro2783_cxxopts cxxopts,"
Initial vcpkg support",gitsubmodule vcpkg
67eae1ceb25b49a18b05f05c,https://github.com/dmillard/tiny-differentiable-simulator,https://github.com/lava/matplotlib-cpp,gitsubmodule,matplotlib-cpp,vcpkg,5890d68e3b42b1dd96eb791e86abb9b7ec5d1415,"Initial vcpkg support
",2020-07-31 00:24:46,lava_matplotlib-cpp matplotlib-cpp,"
Initial vcpkg support",gitsubmodule vcpkg
67eae1cfb25b49a18b05f05e,https://github.com/dmillard/tiny-differentiable-simulator,https://github.com/BlueBrain/HighFive,gitsubmodule,highfive,vcpkg,5890d68e3b42b1dd96eb791e86abb9b7ec5d1415,"Initial vcpkg support
",2020-07-31 00:24:46,bluebrain_highfive highfive,"
Initial vcpkg support",gitsubmodule vcpkg
67eae1d5b25b49a18b05f05f,https://github.com/LunarWatcher/Taskranger,https://github.com/catchorg/Catch2.git,gitsubmodule,catch2,conan,59d80febf6301ccdb5554ec4c7c882702b0425e9,"Add test conanfile.py - required prior to migrating to Catch2 v3
",2020-10-27 15:59:57,catchorg_catch2 catch2,"
Add test conanfile.py
required prior to migrating to Catch2 v3",gitsubmodule conan
67eae1d6b25b49a18b05f060,https://github.com/ElenaUK/elliptics,blackhole-dev,deb,https://github.com/3Hren/blackhole.git,gitsubmodule,5abbe33a863ae892e4ff95ffed7d7ebd320c2646,"Merge pull request #30 from ijon/move-blackhole-to-submodule

Move blackhole v0.2 to submodule",2016-06-08 17:44:46,blackhole-dev 3hren_blackhole,"
Move blackhole v0.2 to submodule",deb gitsubmodule
67eae1e4b25b49a18b05f061,https://github.com/neufeld/pandaseq-sam,https://github.com/samtools/samtools.git,gitsubmodule,libhts-dev,deb,5e015f15eb75d41723054f3fbebcc59af325cfe0,"Switch to libhts from samtools

libhts is a packaged version of the SAM tools code for use in situations
exactly like PANDAseq. This ends the madness of pulling out bits of
samtools, but adds a dependency.
",2014-05-15 02:08:13,samtools_samtools libhts-dev,"
Switch to libhts from samtools",gitsubmodule deb
67eae1e4b25b49a18b05f062,https://github.com/ceph/ceph,git://github.com/ceph/leveldb.git,gitsubmodule,libleveldb-dev,deb,5e0b366c61ef5fb1de9050dc4994253444ceff0d,"Merge pull request #79 from dalgaaf/wip-da-leveldb

Some fixes related to switch to system leveldb_x000D_
_x000D_
Reviewed-by: Sage Weil <sage@inktank.com>",2013-02-27 16:43:10,ceph_leveldb libleveldb-dev,"
Some fixes related to switch to system leveldb",gitsubmodule deb
67eae1e9b25b49a18b05f063,https://github.com/silkedit/silkedit,git@github.com:jbeder/yaml-cpp.git,gitsubmodule,yaml-cpp,conan,5ff19daafeb04f716dd5123371f79e13f2231350,"Add conanfile.txt to get yaml-cpp library
",2016-08-28 08:29:24,jbeder_yaml-cpp yaml-cpp,"
Add conanfile.txt to get yaml-cpp library",gitsubmodule conan
67eae1ecb25b49a18b05f064,https://github.com/shanepowell/DbgHelpUtils,bfgroup-lyra,vcpkg,https://github.com/bfgroup/Lyra.git,gitsubmodule,6084a8d5fa7656a606b8b8054aaf59c9113e0358,"Remove vcpkg manifest setup
Switch lyra dependency over to a submodule setup like json_struct library.
Add cmake support for compiling with vs2019 / vs2022.
Add workaround to fix build break with vs2019 and ranges.
Add build.ps1 that uses cmake to build all targets for either vs2019 or vs2022.
Update readme.md
",2021-09-27 05:36:17,bfgroup-lyra bfgroup_lyra,"
Remove vcpkg manifest setup
Switch lyra dependency over to a submodule setup like json_struct library.",vcpkg gitsubmodule
67eae1edb25b49a18b05f065,https://github.com/benjaminbeichler/polymorphic_value,https://github.com/philsquared/Catch.git,gitsubmodule,Catch2,conan,612c3e11419240b2de7885775def829ea66e60f0,"Conan Package (#75)

* Use GNUInstallDirs in install step_x000D_
_x000D_
* Conan packaging and test files_x000D_
_x000D_
* Use tempory sync of Catch2 in the build directory for tests_x000D_
_x000D_
* Remove outdated Catch version via submodule_x000D_
_x000D_
* Instructions on submodule no longer relavent now its removed_x000D_
_x000D_
* Example usecase back to the top of the docs_x000D_
_x000D_
* Formatting correction_x000D_
_x000D_
* Set up Appveyor to build via conan_x000D_
_x000D_
* Appveyor formatting fix_x000D_
_x000D_
* Invoke build via Conan build script_x000D_
_x000D_
* Correct build script_x000D_
_x000D_
* Move Travis over to Conan package script_x000D_
_x000D_
* Rename Conan package class_x000D_
_x000D_
* Add big obj for MinGW compilation_x000D_
_x000D_
* Use install dir abstraction for source files_x000D_
_x000D_
* Ensure Natvis file works with relocateable installs_x000D_
_x000D_
* Run tests via CTest_x000D_
_x000D_
* Clean up imports_x000D_
_x000D_
* Update README badges_x000D_
_x000D_
* Correct Appveyor badge_x000D_
_x000D_
* Remove link_x000D_
_x000D_
* Apply big obj across all GCC versions_x000D_
_x000D_
* Correct syntax for GCC assember flags_x000D_
_x000D_
* Big-obj just for MinGW_x000D_
_x000D_
* 32-bit builds for MinGW_x000D_
_x000D_
* Update python to version 3, fixing install issues for 2.7.10 on Mac_x000D_
",2019-11-23 22:00:08,philsquared_catch catch2,"Move Travis over to Conan package script

Use tempory sync of Catch2 in the build directory for tests",gitsubmodule conan
